studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,Block,entryType,Grain.test.weight...g.l.CO_321.0001210,Grain.yield...kg.ha.CO_321.0001218,Plant.height...cm.CO_321.0001301
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089491,OH18*105-58,plot,1354551,YR3_2021_Wooster-4174,1,12,4174,13,14,2,test,697.65698,6012.15,114.3
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1344497,P2141,plot,1354593,YR3_2021_Wooster-4175,1,12,4175,13,15,2,test,671.140866,4667.15,101.6
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1053859,OH15-191-52,plot,1354502,YR3_2021_Wooster-4176,1,12,4176,13,16,2,check,695.983633,6099.575,101.6
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1055276,OH17-3-18,plot,1354543,YR3_2021_Wooster-4177,1,12,4177,13,17,2,test,751.332803,5191.7,124.46
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089550,OH18*48-106,plot,1354573,YR3_2021_Wooster-4178,1,12,4178,13,18,2,test,719.153053,5803.675,101.6
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089485,OH18*104-99,plot,1354506,YR3_2021_Wooster-4179,1,12,4179,13,19,2,test,691.735906,6254.25,127
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089726,OH18-113-49,plot,1354565,YR3_2021_Wooster-4180,1,12,4180,13,20,3,test,733.183424,5575.025,116.84
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1345526,P2119,plot,1354542,YR3_2021_Wooster-4181,1,12,4181,13,21,3,test,725.331565,6267.7,99.06
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1055370,OH17-73-45,plot,1354621,YR3_2021_Wooster-4182,1,12,4182,13,22,3,test,726.232598,5965.075,111.76
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1344276,P2130,plot,1354515,YR3_2021_Wooster-4183,1,12,4183,13,23,3,test,726.232598,6139.925,101.6
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1054799,OH17-13-23,plot,1354467,YR3_2021_Wooster-4184,1,12,4184,13,24,3,test,721.212557,5312.75,114.3
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1344376,P2125,plot,1354558,YR3_2021_Wooster-4185,1,12,4185,13,25,3,test,723.658218,5534.675,86.36
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089671,OH18-103-3,plot,1354531,YR3_2021_Wooster-4187,1,12,4187,13,27,3,test,675.646031,6294.6,104.14
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1345144,P2116,plot,1354529,YR3_2021_Wooster-4188,1,12,4188,13,28,3,test,723.529499,6220.625,88.9
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1344336,P2114,plot,1354435,YR3_2021_Wooster-4189,1,12,4189,13,29,3,test,741.164002,6072.675,76.2
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089487,OH18*105-113,plot,1354629,YR3_2021_Wooster-4190,1,12,4190,13,30,3,test,677.576816,6765.35,124.46
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089609,OH18*76-29,plot,1354572,YR3_2021_Wooster-4191,1,12,4191,14,1,1,test,700.102641,4848.725,109.22
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089480,OH18*104-6,plot,1354601,YR3_2021_Wooster-4192,1,12,4192,14,2,1,test,688.003055,5595.2,114.3
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089512,OH18*112-86,plot,1354441,YR3_2021_Wooster-4193,1,12,4193,14,3,1,test,675.517312,5749.875,101.6
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1345475,P2122,plot,1354452,YR3_2021_Wooster-4194,1,12,4194,14,4,1,test,701.132393,5662.45,91.44
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1090034,OH18-65-57,plot,1354498,YR3_2021_Wooster-4195,1,12,4195,14,5,1,test,711.172475,6133.2,88.9
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1090021,OH18-63-104,plot,1354468,YR3_2021_Wooster-4196,1,12,4196,14,6,1,test,706.023715,5225.325,101.6
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089622,OH18*79-3,plot,1354443,YR3_2021_Wooster-4197,1,12,4197,14,7,1,test,728.54954,5171.525,101.6
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089468,OH18*102-29,plot,1354479,YR3_2021_Wooster-4198,1,12,4198,14,8,1,test,672.428056,5480.875,91.44
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089488,OH18*105-13,plot,1354597,YR3_2021_Wooster-4199,1,12,4199,14,9,1,test,698.300575,6072.675,111.76
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089896,OH18-43-38,plot,1354450,YR3_2021_Wooster-4200,1,12,4200,14,10,1,test,726.361317,4646.975,101.6
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089923,OH18-46-89,plot,1354469,YR3_2021_Wooster-4201,2,12,4201,14,11,2,test,674.744998,5433.8,109.22
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1345125,P2128,plot,1354483,YR3_2021_Wooster-4202,2,12,4202,14,12,2,test,720.697681,5911.275,86.36
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1054799,OH17-13-23,plot,1354481,YR3_2021_Wooster-4203,2,12,4203,14,13,2,test,734.856771,6092.85,109.22
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089931,OH18-48-7,plot,1354571,YR3_2021_Wooster-4204,2,12,4204,14,14,2,test,676.547064,4963.05,104.14
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089920,OH18-46-106,plot,1354540,YR3_2021_Wooster-4205,2,12,4205,14,15,2,test,705.122682,4532.65,116.84
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089723,OH18-112-117,plot,1354478,YR3_2021_Wooster-4206,2,12,4206,14,16,2,test,674.873717,5245.5,106.68
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1090021,OH18-63-104,plot,1354474,YR3_2021_Wooster-4207,2,12,4207,14,17,2,test,698.815451,4673.875,114.3
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1345144,P2116,plot,1354615,YR3_2021_Wooster-4208,2,12,4208,14,18,2,test,717.608425,6321.5,91.44
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089765,OH18-121-41,plot,1354623,YR3_2021_Wooster-4209,2,12,4209,14,19,2,test,723.143342,6516.525,114.3
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1344336,P2114,plot,1354487,YR3_2021_Wooster-4210,2,12,4210,14,20,2,test,687.488179,4855.45,73.66
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089627,OH18*79-82,plot,1354549,YR3_2021_Wooster-4211,2,12,4211,14,21,3,test,735.757804,6577.05,119.38
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089487,OH18*105-113,plot,1354475,YR3_2021_Wooster-4212,2,12,4212,14,22,3,test,690.062559,5400.175,121.92
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089493,OH18*105-93,plot,1354472,YR3_2021_Wooster-4213,2,12,4213,14,23,3,test,712.974541,5521.225,114.3
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089471,OH18*104-106,plot,1354534,YR3_2021_Wooster-4214,2,12,4214,14,24,3,test,687.102022,5164.8,106.68
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1345319,P2129,plot,1354616,YR3_2021_Wooster-4215,2,12,4215,14,25,3,test,706.152434,5373.275,83.82
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1055381,OH17-81-27,plot,1354605,YR3_2021_Wooster-4216,2,12,4216,14,26,3,test,709.24169,5359.825,109.22
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089836,OH18-27-87,plot,1354513,YR3_2021_Wooster-4217,2,12,4217,14,27,3,test,748.500985,4963.05,134.62
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089612,OH18*76-4,plot,1354624,YR3_2021_Wooster-4218,2,12,4218,14,28,3,test,756.481563,5951.625,119.38
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1344319,P2120,plot,1354544,YR3_2021_Wooster-4219,2,12,4219,14,29,3,test,692.50822,5561.575,88.9
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089536,OH18*34-24,plot,1354528,YR3_2021_Wooster-4220,2,12,4220,14,30,3,test,710.657599,6509.8,119.38
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089491,OH18*105-58,plot,1354471,YR3_2021_Wooster-4221,2,12,4221,15,1,1,test,692.765658,6092.85,111.76
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089541,OH18*34-83,plot,1354576,YR3_2021_Wooster-4222,2,12,4222,15,2,1,test,747.599952,5642.275,114.3
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1344376,P2125,plot,1354521,YR3_2021_Wooster-4223,2,12,4223,15,3,1,test,699.973922,5494.325,86.36
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1090030,OH18-65-13,plot,1354438,YR3_2021_Wooster-4224,2,12,4224,15,4,1,test,697.142104,6187,96.52
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089608,OH18*76-27,plot,1354584,YR3_2021_Wooster-4225,2,12,4225,15,5,1,test,730.222887,6765.35,114.3
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1053859,OH15-191-52,plot,1354507,YR3_2021_Wooster-4226,2,12,4226,15,6,1,check,712.330946,7484.925,96.52
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1344155,P2127,plot,1354488,YR3_2021_Wooster-4227,2,12,4227,15,7,1,test,710.271442,5097.55,109.22
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1345376,P2115,plot,1354444,YR3_2021_Wooster-4228,2,12,4228,15,8,1,test,732.668548,6281.15,88.9
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1055446,OH17-97-11,plot,1354516,YR3_2021_Wooster-4229,2,12,4229,15,9,1,test,698.815451,4411.6,104.14
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089925,OH18-48-11,plot,1354509,YR3_2021_Wooster-4230,2,12,4230,15,10,1,test,710.400161,6220.625,129.54
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1345447,P2126,plot,1354530,YR3_2021_Wooster-4231,2,12,4231,15,11,2,test,722.499747,5386.725,96.52
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1344424,P2136,plot,1354482,YR3_2021_Wooster-4232,2,12,4232,15,12,2,test,708.726814,6361.85,101.6
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1090009,OH18-61-5,plot,1354485,YR3_2021_Wooster-4233,2,12,4233,15,13,2,test,702.033426,5911.275,121.92
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089584,OH18*73-115,plot,1354567,YR3_2021_Wooster-4234,2,12,4234,15,14,2,test,702.677021,4969.775,119.38
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1054982,OH17-17-49,plot,1354526,YR3_2021_Wooster-4235,2,12,4235,15,15,2,test,723.658218,5393.45,114.3
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1345210,P2138,plot,1354559,YR3_2021_Wooster-4236,2,12,4236,15,16,2,test,694.696443,5722.975,96.52
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",226399,OH09-207-68,plot,1354575,YR3_2021_Wooster-4237,2,12,4237,15,17,2,check,695.983633,6160.1,119.38
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089468,OH18*102-29,plot,1354484,YR3_2021_Wooster-4238,2,12,4238,15,18,2,test,702.419583,5763.325,96.52
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1090032,OH18-65-31,plot,1354577,YR3_2021_Wooster-4239,2,12,4239,15,19,2,test,733.312143,5554.85,106.68
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089678,OH18-104-37,plot,1354589,YR3_2021_Wooster-4240,2,12,4240,15,20,2,test,734.599333,5938.175,104.14
